,totene,totene_sd,totene_se,totene_sma_sd,totene_sma_se,kinene,kinene_sd,kinene_se,kinene_sma_sd,kinene_sma_se,ebond,ebond_sd,ebond_se,ebond_sma_sd,ebond_sma_se,eangle,eangle_sd,eangle_se,eangle_sma_sd,eangle_sma_se,edihed,edihed_sd,edihed_se,edihed_sma_sd,edihed_sma_se,evdw,evdw_sd,evdw_se,evdw_sma_sd,evdw_sma_se,ecoul,ecoul_sd,ecoul_se,ecoul_sma_sd,ecoul_sma_se,elong,elong_sd,elong_se,elong_sma_sd,elong_sma_se,density_sd,density_se,density_sma_sd,density_sma_se,Rg_sd_max,Rg_se_max,Rg_mean_sd,Rg_mean_se,self-diff_sd,self-diff_se,self-diff_sma_sd,self-diff_sma_se,Cp_sd,Cp_se,Cp_sma_sd,Cp_sma_se,Cv_sd,Cv_se,Cv_sma_sd,Cv_sma_se,compress_T_sd,compress_T_se,compress_T_sma_sd,compress_T_sma_se,compress_S_sd,compress_S_se,compress_S_sma_sd,compress_S_sma_se,bulk_mod_T_sd,bulk_mod_T_se,bulk_mod_T_sma_sd,bulk_mod_T_sma_se,bulk_mod_S_sd,bulk_mod_S_se,bulk_mod_S_sma_sd,bulk_mod_S_sma_se,volume_exp_sd,volume_exp_se,volume_exp_sma_sd,volume_exp_sma_se,linear_exp_sd,linear_exp_se,linear_exp_sma_sd,linear_exp_sma_se,r2_sd,r2_se,r2_sma_sd,r2_sma_se,nematic_order_parameter_sd,nematic_order_parameter_se,nematic_order_parameter_sma_sd,nematic_order_parameter_sma_se
0,3457.1430095262003,114.51130378102651,2.5605505944650395,3.5566321156502,0.07952871181552741,2321.5247099358403,75.61655007513154,1.6908374619201094,0.6216032551458691,0.013899471335413091,355.684481424052,31.33216674722106,0.7006085472914475,0.4115359149653342,0.009202222810450602,1600.41443404804,60.75709341299729,1.3585699098676665,0.6801651362817063,0.015208954806513037,463.75219476388,24.648660038126827,0.5511607939953415,5.1191846241887875,0.11446844809057842,-1288.2968173309603,42.52747297401103,0.9509432048117381,5.80749205450706,0.129859470126677,258.359259779156,0.5151544007861073,0.01151920259065907,0.04344349358871928,0.000971426048444526,-254.295253551956,0.11217399360571834,0.0025082867501001293,0.021787988572084617,0.0004871942354016978,0.011888814198408265,0.0002658419671950555,0.0017956800960831792,4.015262760685342e-05,0.2818352925704613,0.006302028726460929,1.3507662451886744,0.6753831225943372,1.9123229299631936e-13,4.27608406632927e-15,,,27.622444572462392,0.6176566376874602,,,22.693448331923776,0.5074409311406077,,,7.780117082018973e-12,1.7396870668301731e-13,,,7.566347932568257e-12,1.6918868318637618e-13,,,56076367.54240769,1253905.697560864,,,59823257.28360442,1337688.6992159889,,,1.3626555336164225e-05,3.0469904030825703e-07,,,4.542185112052801e-06,1.0156634676937563e-07,,,0.631833234936998,0.014128220637627224,0.14154763058189662,0.0031651012403514896,0.03344014680082722,0.0007477444142422178,0.005411535034760569,0.00012100560200346319
