,density,Rg,self-diffusion,Cp,Cv,compressibility,isentropic_compressibility,bulk_modulus,isentropic_bulk_modulus,volume_expansion,linear_expansion,r2,static_dielectric_const,nematic_order_parameter
0,0.829602331145,12.598316574999991,1.4605274211970524e-12,4603.852117154884,4382.459516971906,3.7376825181092646e-10,3.5579897613849886e-10,2676620690.011238,2811846905.5467825,0.00047748828073115174,0.00015916276024371725,10.294410581588744,1.0228628310395464,0.14716291442072874
